City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Melrose,11329,6.5,30.8,2.45,3.15,20322,1.6,2.5,14.7,12.6,7.0,30.2,31.4,95.9,61.6,27831,10.1,5.8,6.5,28.6,3435,38.7,23.3,76.7,26506,4.8,91.5,88.9,16667,5.6,0.1,1.4,4.1,11329,7.7,0.2,0.7,1.5,0.6,20.1,79.9,77.4,17.2,88.2,40115,11.799999999999997,42.45842920000001,-71.06616329999999,Middlesex,28989,2063,41,10.10234198061707,86946,4063.0,52.0,0.012798424809254246,7.1164924626582495,0.0005980723667563775,0.1414329573286419,14.015661112835904,299.92755872917314,52.0,63.56046230809039,45.83405209591167,76.70475488389236,83.19203833394766,38.72405450146441,59.03900844687805,42.70392322890206,66.07394863110359,38.988927853737344,53.540328618148855
Mendon,2059,2.1,33.7,2.96,3.3,4241,0.4,0.8,27.3,15.9,9.4,31.5,14.7,98.8,46.2,6097,5.5,2.9,2.4,20.8,307,59.0,26.1,73.9,5816,0.8,96.5,94.1,3559,10.5,0.5,0.6,1.2,2059,1.7,0.0,0.0,0.0,0.8,23.9,76.1,75.3,16.1,94.6,40255,5.400000000000006,42.10565250000001,-71.5522859,Worcester,5774,305,11,13.606890991960276,9649,445.0,11.0,0.024719101123595506,5.282299965361967,0.0011400145092755726,0.19050917907862833,7.70696224454451,167.11118808451678,11.0,60.343035343035346,40.713790713790715,76.00422832980972,88.47780126849895,33.79610443431413,54.82801491918773,61.016949152542374,100.0,38.737446197991396,56.31276901004304
Merrimac,2710,5.5,34.8,2.53,3.03,4875,1.5,4.2,23.3,19.4,7.9,28.9,14.8,94.3,43.7,6870,12.1,2.3,12.1,22.0,225,4.0,0.0,100.0,6632,0.8,92.7,83.2,3916,10.2,0.2,2.7,3.4,2710,2.7,0.3,0.3,2.4,0.0,19.5,80.5,75.1,19.1,96.7,40430,3.299999999999997,42.83405820000001,-71.00055090000002,Essex,6352,381,5,5.621893029605281,11630,434.0,5.0,0.01152073732718894,5.998110831234257,0.0004299226139294927,0.07871536523929472,6.8324937027707815,183.0919395465995,5.0,61.18110236220472,46.976377952755904,84.74159146841673,94.01148482362592,38.00428766322354,53.38140713311246,17.120622568093385,38.13229571984436,44.46822522225881,57.82021731972341
Methuen,17907,5.0,32.1,2.78,3.26,34750,6.5,5.2,30.2,19.7,10.2,17.5,10.7,88.3,28.1,49956,11.5,5.2,8.8,30.8,11214,32.2,17.9,82.1,47893,12.2,92.3,88.7,28937,3.2,0.0,4.1,9.2,17907,5.7,0.5,0.5,0.9,0.9,20.9,79.1,74.5,16.0,74.6,40710,25.400000000000006,42.7262016,-71.19089240000002,Essex,53837,7458,155,20.56461455605242,125201,5041.0,187.0,0.03709581432255505,13.85292642606386,0.0014935982939433391,0.2879060868919145,9.363448929175103,232.55567732228766,187.0,47.93624846751124,36.85589032953152,78.73074269947115,86.67509772361463,28.78633463310883,40.4710209145693,18.827780008028906,28.106182256122043,39.359354126735205,49.03002846024279
Middleborough,9283,6.7,34.2,2.63,3.19,17978,1.5,3.1,36.8,19.4,13.0,18.0,8.2,95.4,26.2,24408,11.3,3.0,8.5,29.5,777,14.7,9.5,90.5,23653,1.3,93.6,87.0,13934,4.2,0.1,1.7,7.3,9283,2.7,0.2,0.7,1.4,0.1,19.1,80.9,77.6,18.9,94.8,40850,5.200000000000003,41.8929942,-70.9107708,Plymouth,27401,2123,72,18.768302988910225,47386,1909.0,83.0,0.043478260869565216,7.747892412685668,0.0017515721943189972,0.262764132695887,6.966899018284005,172.93529433232365,83.0,41.25333041351874,28.482791342749735,54.99516596841766,65.61392201095714,20.719105364979,34.11975652338036,23.13527180783818,37.80025284450063,26.426262704933993,37.68448927138907
Middlefield,199,2.0,39.2,2.05,2.53,348,0.6,0.9,37.6,28.2,9.5,13.5,9.8,98.6,23.3,408,14.7,43.8,4.9,43.7,2,100.0,0.0,100.0,406,0.5,95.5,76.9,269,13.3,0.0,0.0,4.7,199,0.0,0.0,0.0,1.0,0.0,3.9,96.1,89.2,21.3,94.4,40990,5.599999999999994,42.34842070000001,-73.0151011,Hampshire,443,8,0,0.0,317,11.0,0.0,0.0,1.805869074492099,0.0,0.0,2.4830699774266365,71.55756207674943,0.0,23.356009070294785,15.646258503401361,32.17391304347826,43.47826086956522,9.815950920245399,16.257668711656443,0.0,0.0,22.24824355971897,35.1288056206089
Middleton,2999,4.7,39.6,2.92,3.51,7066,2.6,6.0,29.0,14.9,8.2,27.0,12.3,91.4,39.3,8753,11.2,7.9,6.9,26.6,840,21.2,19.0,81.0,9393,3.4,93.6,95.1,4627,6.2,0.4,2.4,2.8,2999,2.0,0.0,0.0,1.2,0.0,18.9,81.1,77.9,18.4,92.9,41095,7.099999999999994,42.5950939,-71.01616429999999,Essex,10425,1335,12,8.221701583918092,23423,1040.0,14.0,0.013461538461538462,12.805755395683452,0.000597703112325492,0.11510791366906474,9.976019184652278,224.6810551558753,14.0,54.68764993762595,41.358794741387584,70.99358974358975,78.73931623931624,34.86957538893438,49.42098491051585,24.91349480968858,38.4083044982699,39.31447225244831,50.21762785636561
Milford,11046,7.6,28.9,2.6,3.14,20124,6.0,6.2,26.0,17.5,8.1,23.7,12.6,87.9,36.3,28726,8.3,3.0,5.8,27.3,6005,64.9,29.6,70.4,26815,14.0,91.9,86.7,16579,4.9,0.1,5.0,10.1,11046,7.7,0.7,0.9,0.9,0.9,23.1,76.9,74.1,15.2,81.3,41165,18.700000000000003,42.13985770000001,-71.51630490000002,Worcester,29332,2993,84,20.455116201769947,54456,2307.0,94.0,0.04074555700043346,10.203872903313787,0.0017261642426913471,0.2863766534842493,7.865130233192417,185.65389335878905,94.0,56.85305148312308,37.27582679849983,79.76369495166487,92.00859291084855,29.26038500506586,50.2208713272543,25.63216585519083,49.55237945657295,36.97095976038547,52.99301124278335
Millbury,5275,8.1,31.9,2.57,3.07,9902,1.5,5.5,31.0,20.1,9.3,18.3,14.1,92.9,32.5,13548,13.1,5.0,10.7,31.7,1123,45.9,8.9,91.1,13052,4.2,94.9,90.7,7959,4.7,0.1,1.7,4.4,5275,4.6,0.0,0.0,0.2,0.4,20.1,79.9,77.4,17.7,91.9,41340,8.099999999999994,42.1920719,-71.761522,Worcester,13670,1214,13,6.792443026967242,27512,1256.0,16.0,0.012738853503184714,8.880760790051207,0.0005815644082582146,0.09509875640087782,9.188002926115582,201.25822970007317,16.0,54.55077553409423,38.15481416447176,79.11468812877264,91.50905432595573,29.053026915854424,46.33819189841724,43.390514631685164,73.7638748738648,35.915212367519324,50.35460992907801
Millis,3161,1.6,32.4,2.59,3.03,5910,0.8,2.0,22.4,14.0,8.5,34.3,18.1,97.3,52.4,8198,8.2,4.7,5.1,23.1,791,36.9,20.5,79.5,7943,4.1,94.6,93.2,4518,5.2,0.0,1.1,1.5,3161,2.6,0.0,0.0,0.4,0.0,21.9,78.1,74.9,17.9,93.5,41515,6.5,42.1669661,-71.351738,Norfolk,7866,468,10,9.080373044147489,15267,750.0,11.0,0.014666666666666666,5.949656750572083,0.0007205082858452872,0.12712941774726672,9.534706331045003,194.08848207475208,11.0,68.30726185934122,48.7218618847768,95.5072463768116,100.0,38.762918401974396,59.663735924726204,42.716857610474634,73.97708674304418,47.18133851707859,64.92640933074146
Millville,1241,13.1,25.6,2.62,3.2,2255,2.7,5.5,30.4,22.7,10.9,19.9,8.0,91.9,27.9,3256,12.5,10.7,10.2,28.3,101,17.8,0.0,100.0,3082,0.8,92.9,87.9,1835,3.8,0.0,1.7,7.2,1241,6.6,0.0,0.0,3.3,0.5,24.3,75.7,73.2,12.2,97.2,41585,2.799999999999997,42.0278756,-71.5808973,Worcester,3588,234,7,13.932095131058556,4918,214.0,7.0,0.03271028037383177,6.521739130434782,0.0014233428222854819,0.19509476031215162,5.964325529542921,137.0680044593088,7.0,34.848062447727905,21.68943406746585,57.14285714285714,66.04215456674473,16.89873417721519,30.632911392405067,0.0,28.30188679245283,20.680703778482837,32.10268243438131
Milton,8875,4.9,36.9,2.9,3.29,17820,2.1,3.2,14.1,13.1,6.5,31.9,29.1,94.7,61.0,27412,8.2,2.4,5.1,27.6,4072,32.7,18.9,81.1,25780,4.5,94.3,90.4,14716,5.3,0.2,0.9,4.7,8875,5.3,0.0,0.0,0.3,0.2,24.6,75.4,69.5,16.9,73.1,41690,26.900000000000006,42.2495321,-71.0661653,Norfolk,28747,2330,51,12.672015234858822,113700,5608.0,59.0,0.010520684736091298,8.105193585417608,0.0005189094107299912,0.17740981667652278,19.508122586704697,395.5195324729537,59.0,59.87336487614806,43.53256331756193,72.07207207207207,80.27027027027027,36.70345779080797,54.992670518237475,30.891683008420813,44.75718075902642,45.17401507964248,60.67808458580915
Monroe,49,0.0,32.7,1.78,2.65,67,0.0,0.0,52.2,28.4,9.0,7.5,3.0,100.0,10.4,87,31.0,27.8,25.5,50.0,5,100.0,0.0,100.0,85,1.2,77.6,51.0,42,0.0,0.0,4.6,14.9,49,0.0,0.0,4.1,4.1,0.0,20.7,79.3,79.3,20.7,100.0,42040,0.0,42.7143925,-73.0051055,Franklin,97,5,0,0.0,124,7.0,0.0,0.0,5.154639175257731,0.0,0.0,7.216494845360824,127.83505154639174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monson,3472,8.7,35.6,2.5,3.0,6507,3.3,4.3,34.7,19.9,11.1,15.6,11.1,92.3,26.7,8660,11.6,2.2,8.1,32.1,205,20.5,5.9,94.1,8383,0.6,90.7,87.7,5078,5.2,0.2,1.8,5.9,3472,1.8,0.0,0.0,0.6,0.8,18.0,82.0,79.8,19.9,96.5,42145,3.5,42.1042451,-72.3189519,Hampden,8389,532,10,8.513980346573506,13753,641.0,15.0,0.0234009360374415,6.341637859101204,0.0010906711262997164,0.11920371915603767,7.640958397902015,163.9408749552986,15.0,45.98235574630424,32.89222699093944,76.8729641693811,88.72964169381108,23.041003939880344,36.40741281190719,26.31578947368421,33.04093567251462,29.806128830519075,41.91369606003752
Montague,3804,10.8,30.7,2.14,2.78,6403,1.7,4.9,35.0,19.6,11.6,15.3,11.9,93.4,27.2,8162,16.9,12.8,12.7,33.8,524,52.7,36.8,63.2,8007,2.4,84.3,79.5,4753,7.7,0.2,1.8,11.2,3804,11.5,0.4,1.2,1.9,1.0,15.5,84.5,82.4,20.5,90.4,42285,9.599999999999994,42.5355277,-72.5353437,Franklin,8452,303,20,16.900453271034888,17662,783.0,25.0,0.031928480204342274,3.5849503076194984,0.001415468236892764,0.236630383341221,9.264079507808802,208.96829152863225,25.0,51.455621301775146,35.10059171597633,68.29131652661064,82.12885154061624,26.211552888222055,43.24081020255064,3.5140562248995986,13.453815261044177,34.1400407885792,48.2800815771584
Monterey,362,3.3,55.0,2.06,2.65,619,6.8,0.0,20.2,13.7,4.7,31.8,22.8,93.2,54.6,774,9.8,0.0,8.9,14.9,3,100.0,0.0,100.0,753,0.0,97.0,85.1,370,14.7,0.0,0.0,5.0,362,0.0,0.0,0.0,0.0,0.0,14.1,85.9,82.0,36.4,97.5,42460,2.5,42.1792563,-73.21205259999998,Berkshire,925,18,0,0.0,1511,59.0,0.0,0.0,1.9459459459459458,0.0,0.0,6.378378378378378,163.35135135135135,0.0,55.90465872156013,39.76164680390033,52.49266862170088,58.06451612903226,32.302405498281786,54.63917525773196,0.0,0.0,39.289678135405104,51.38734739178691
Montgomery,330,7.0,33.9,2.42,2.92,611,0.7,1.3,30.3,18.2,13.6,20.0,16.0,98.0,36.0,798,8.6,0.0,8.6,17.0,47,17.0,14.9,85.1,754,1.5,90.9,79.7,466,16.4,0.0,1.8,2.6,330,1.2,0.0,0.0,0.6,0.0,17.4,82.6,79.9,18.4,96.0,42530,4.0,42.2067573,-72.8050954,Hampden,886,20,4,8.056198700895257,477,24.0,1.0,0.041666666666666664,2.2573363431151243,0.0020964360587002098,0.4514672686230248,2.708803611738149,53.83747178329571,1.0,,,,,,,,,,
Mount Washington,86,7.0,46.5,1.72,2.15,141,1.4,0.0,26.2,14.9,4.3,22.0,31.2,98.6,53.2,148,13.5,0.0,8.1,25.0,5,0.0,0.0,100.0,147,1.4,84.9,79.1,82,19.5,0.0,0.0,14.9,86,3.5,0.0,0.0,3.5,0.0,0.7,99.3,95.3,32.4,94.6,43300,5.400000000000006,42.0850246,-73.45168520000001,Berkshire,131,7,0,0.0,68,1.0,0.0,0.0,5.343511450381679,0.0,0.0,0.7633587786259541,51.908396946564885,0.0,,,,,,,,,,
Nahant,1602,4.2,38.6,2.15,2.82,2772,0.7,2.3,18.9,14.4,6.5,32.1,25.1,97.0,57.2,3454,12.5,9.2,9.5,22.3,290,23.4,3.8,96.2,3462,3.1,95.8,90.4,2135,5.0,0.0,1.0,2.4,1602,3.4,0.4,0.4,1.4,0.0,13.6,86.4,81.7,24.4,95.9,43580,4.099999999999994,42.4265633,-70.922279,Essex,3233,245,4,8.835529083229535,10157,418.0,6.0,0.014354066985645933,7.578100835137643,0.0005907256079551048,0.12372409526755336,12.929167955459326,314.1664089081348,6.0,76.0061919504644,61.20743034055728,89.79591836734694,96.77765843179377,49.63027403218791,67.59460635058721,23.52941176470588,50.0,55.41855937702791,66.70992861778066
Nantucket,3713,6.5,31.5,2.93,3.31,8192,0.6,3.7,19.8,15.9,7.0,31.3,21.5,95.6,52.8,11114,11.2,5.6,9.6,26.5,1297,62.1,25.4,74.6,10464,2.9,96.6,91.7,6611,7.0,0.1,4.4,8.7,3713,6.2,0.4,1.1,1.7,0.4,20.7,79.3,76.5,14.6,87.3,43790,12.700000000000003,41.2834704,-70.099451,Nantucket,11415,1498,56,35.039267150532616,28806,1098.0,59.0,0.05373406193078324,13.123083661848444,0.002048184406026522,0.4905825667980727,9.61892247043364,252.3521681997372,59.0,73.0459165790396,49.851033999298984,97.7425259304454,100.0,41.81929806610048,68.1571677069477,27.223634053367217,56.480304955527316,56.61719612412609,72.43959278793082
Natick,14537,2.6,26.6,2.46,3.06,25618,1.2,1.7,12.5,10.7,5.1,32.1,36.7,97.1,68.8,35791,8.4,5.2,5.2,26.3,6797,54.3,30.4,69.6,33990,6.1,94.3,91.3,20645,6.0,0.2,1.8,2.9,14537,4.7,0.5,0.8,1.2,0.3,24.0,76.0,74.1,15.4,81.8,43895,18.200000000000003,42.27752810000001,-71.34680909999999,Middlesex,36015,2093,44,8.72630166234121,95748,5035.0,54.0,0.010724925521350546,5.811467444120506,0.0005639804486777791,0.12217131750659448,13.980285991947799,265.8558933777593,54.0,66.58613795401533,43.69099189159169,88.4979702300406,98.51150202976996,34.89036544850499,60.31561461794019,29.279461279461277,58.276094276094284,44.53149374285021,63.7743959510521
Needham,10801,0.9,36.8,2.79,3.23,20559,0.9,1.3,10.1,7.0,4.7,29.9,46.1,97.8,76.0,30499,6.4,2.2,3.6,21.4,4303,29.7,16.0,84.0,29398,4.8,96.2,93.7,15506,8.8,0.1,1.0,2.7,10801,5.4,0.3,0.8,0.3,0.3,26.9,73.1,69.9,18.9,85.3,44105,14.700000000000003,42.2809285,-71.23775479999998,Norfolk,29233,1738,25,6.108369408777179,103488,5845.0,30.0,0.0051325919589392645,5.945335750692711,0.0002898886827458256,0.08551978927923921,19.99452673348613,354.01087811719634,30.0,73.6033662892135,53.23800075262564,91.50724119435007,100.0,44.18309501649886,66.86267873762586,43.03230370195708,70.47866069323273,51.58289028516191,68.97454486869663
New Ashford,121,0.8,47.1,2.47,2.84,229,2.2,4.4,44.5,12.2,4.8,17.5,14.4,93.4,31.9,299,16.1,0.0,8.3,40.2,12,8.3,8.3,91.7,295,1.0,87.6,79.3,155,3.9,0.0,3.0,6.7,121,3.3,0.0,0.0,0.0,0.8,12.0,88.0,83.9,27.4,94.6,44385,5.400000000000006,42.605082,-73.2395502,Berkshire,175,4,0,0.0,148,4.0,0.0,0.0,2.2857142857142856,0.0,0.0,2.2857142857142856,84.57142857142857,0.0,,,,,,,,,,
New Bedford,38888,10.0,26.9,2.4,3.08,63772,13.5,10.1,34.9,16.6,7.9,11.6,5.4,76.4,17.0,93842,14.1,5.6,12.1,36.8,18854,42.7,20.0,80.0,89056,15.0,82.5,76.8,47067,2.2,0.0,4.6,20.3,38888,21.0,0.5,0.6,1.8,0.5,22.9,77.1,73.1,15.1,63.5,45000,36.5,41.6362152,-70.934205,Bristol,99979,14357,448,32.00645636080408,206307,9220.0,521.0,0.05650759219088937,14.360015603276688,0.0025253626876451116,0.44809409976094977,9.221936606687404,206.3503335700497,521.0,36.240973014063094,24.465382384124506,61.356081038700374,74.21438875995734,17.466531802225262,29.036710894270247,11.621536192182068,21.702138868401644,26.66730670762929,36.47273425499232
New Braintree,460,9.1,25.2,2.63,2.94,895,1.0,9.3,30.3,18.5,11.2,16.3,13.4,89.7,29.7,1211,15.3,3.9,16.9,24.7,31,22.6,19.4,80.6,1166,0.5,92.8,87.2,647,5.6,0.0,3.1,10.8,460,2.0,0.0,2.0,1.5,0.0,21.1,78.9,76.8,14.4,98.8,45105,1.2000000000000028,42.3167581,-72.1259114,Worcester,1061,32,4,6.730810231041754,1374,64.0,1.0,0.015625,3.016022620169651,0.000727802037845706,0.3770028275212064,6.032045240339302,129.5004712535344,1.0,49.43289224952741,33.742911153119096,80.54054054054053,95.13513513513514,23.825887743413514,39.74799541809851,0.0,0.0,33.95303326810176,47.35812133072407
New Marlborough,683,7.2,41.7,2.25,2.62,1208,1.2,5.5,26.7,18.4,6.7,21.3,20.3,93.4,41.6,1537,14.2,5.7,7.5,32.3,86,31.4,8.1,91.9,1478,1.7,89.0,81.6,759,20.2,0.0,2.4,3.8,683,1.6,1.6,1.6,2.2,0.0,17.6,82.4,80.9,28.2,97.5,45420,2.5,42.1111825,-73.2529464,Berkshire,1523,23,0,0.0,1524,77.0,0.0,0.0,1.510177281680893,0.0,0.0,5.055810899540381,100.06565988181222,0.0,29.078947368421055,19.407894736842106,32.82937365010799,38.66090712742981,13.528855250709556,24.88174077578051,0.0,0.0,20.205479452054796,28.493150684931507
New Salem,441,7.0,39.0,2.29,2.65,784,1.9,4.0,26.8,16.6,9.2,20.7,20.9,94.1,41.6,1009,13.7,7.0,9.5,28.8,27,33.3,0.0,100.0,961,0.0,91.8,76.2,517,5.2,0.0,1.4,5.3,441,2.0,0.0,0.0,1.1,2.5,16.9,83.1,79.1,23.8,92.1,45490,7.900000000000006,42.5042551,-72.33202890000003,Franklin,975,18,4,14.649296810176107,1618,85.0,2.0,0.023529411764705882,1.8461538461538463,0.0012360939431396785,0.41025641025641024,8.717948717948717,165.94871794871796,2.0,53.03186022610483,35.14902363823227,96.7032967032967,100.0,20.986093552465235,39.317319848293295,0.0,0.0,36.441586280814576,51.23258306538049
Newbury,2577,9.7,38.9,2.68,3.06,5077,0.7,3.0,17.8,16.5,9.0,35.5,17.6,96.3,53.1,7055,9.0,3.2,3.4,28.2,285,32.3,0.0,100.0,6876,1.0,97.2,94.4,3619,14.0,0.0,1.3,8.9,2577,0.0,0.0,0.0,0.6,0.0,25.1,74.9,73.5,22.6,93.7,45175,6.299999999999997,42.7649497,-70.8714528,Essex,6604,307,4,4.325764929392959,16298,894.0,5.0,0.005592841163310962,4.648697758933979,0.0003067861087249969,0.06056935190793458,13.53725015142338,246.78982434887948,5.0,66.16176916086035,49.81823689790972,85.06967485069676,93.82879893828799,39.39156035328754,57.9784102060844,19.2090395480226,79.66101694915254,46.909147674055575,61.4736184826725
Newburyport,7836,5.8,32.8,2.27,2.88,13474,1.2,2.0,14.5,12.9,7.1,34.5,28.0,96.9,62.4,17829,8.6,2.6,6.1,22.2,1355,47.7,32.8,67.2,17446,2.0,94.0,90.0,10264,11.0,0.1,1.8,5.9,7836,4.9,0.0,0.2,0.7,0.1,20.6,79.4,77.3,21.0,94.1,45245,5.900000000000006,42.8125913,-70.87727509999998,Essex,17758,1010,17,6.837659798162739,42766,1279.0,20.0,0.01563721657544957,5.687577429890753,0.0004676612262077351,0.0957315012951909,7.2023876562675975,240.82666967000787,20.0,69.49419849048101,53.12042356652022,85.61824729891957,95.91836734693877,43.15990874972404,61.39524615497829,39.84287317620651,58.47362514029181,49.4959737548464,64.40799284223084
Newton,30657,4.1,35.4,2.64,3.06,58219,1.5,1.1,8.2,6.9,3.2,29.9,49.3,97.4,79.2,88035,8.2,3.1,5.3,24.1,19665,37.4,23.1,76.9,84354,6.4,95.2,93.8,47548,9.6,0.2,1.2,4.3,30657,6.1,0.3,0.6,0.4,0.3,21.7,78.3,71.4,18.0,76.7,45560,23.299999999999997,42.3370413,-71.2092214,Middlesex,91690,4324,110,8.569246784631952,503552,29033.0,124.0,0.004271001963283161,4.715890500599848,0.00024625063548551094,0.11996946231868251,31.664303631802817,549.1896608136111,124.0,69.27263407026078,49.37995571891326,91.40143884892086,100.0,39.55484982237055,61.86887716654107,36.06064158168249,57.80096120032822,50.115504824025,66.7965152270085
Norfolk,3186,1.9,32.3,2.98,3.33,8449,1.9,6.9,21.2,11.7,7.9,30.9,19.6,91.2,50.5,9511,6.7,2.7,4.8,21.2,766,52.9,14.2,85.8,11100,1.9,96.8,95.8,5247,8.2,0.0,0.6,1.1,3186,2.4,0.0,0.0,0.6,0.0,21.7,78.3,75.1,13.5,86.2,46050,13.799999999999997,42.1195426,-71.3250563,Norfolk,12492,1006,15,8.57642325110658,22044,822.0,20.0,0.024330900243309004,8.053154018571886,0.0009072763563781528,0.12007684918347744,6.580211335254563,176.46493756003844,20.0,57.49059172071422,42.45335895588118,87.61520737327189,97.98387096774194,35.162280293871476,50.95322235655166,14.430808294540837,20.60939483707152,40.63306211549911,56.84659654693392
North Adams,5568,11.3,34.5,2.15,2.8,8751,6.5,9.5,35.8,18.3,6.9,13.7,9.3,84.0,23.0,12857,22.6,8.6,19.0,47.9,550,31.1,16.0,84.0,12364,2.8,83.0,75.6,6261,4.2,0.0,4.2,19.4,5568,16.3,0.2,0.8,2.6,0.4,17.9,82.1,74.4,19.1,88.7,46225,11.299999999999997,42.700915,-73.10871479999999,Berkshire,12876,565,27,14.977786062093356,35992,1574.0,27.0,0.017153748411689963,4.388008698353526,0.000750166703711936,0.2096924510717614,12.224293258776017,279.5278036657347,27.0,47.033752663779474,33.78016085790885,75.17959770114942,87.85919540229885,23.981977386721073,37.37141885573408,7.772795216741405,19.730941704035875,34.330180042722006,47.291730241074156
North Andover,11112,4.7,30.7,2.67,3.19,20149,1.7,2.4,15.5,12.1,8.6,34.5,25.2,95.9,59.7,30546,9.7,4.8,7.0,28.4,3668,31.7,22.1,77.9,29084,4.5,93.7,90.8,16316,7.3,0.1,1.7,5.6,11112,7.5,0.1,0.9,1.5,0.2,24.2,75.8,70.6,15.9,85.8,46365,14.200000000000003,42.6987024,-71.1350575,Essex,30288,2995,76,17.923031281975184,185939,12895.0,94.0,0.007289647150058162,9.888404648705757,0.0005055421401642474,0.2509244585314316,42.57461701003698,613.9031959852086,94.0,57.49661570971044,42.49678079704163,83.98398398398398,91.45145145145145,34.303337023564765,50.79076387790605,23.90485968514716,38.32991101984942,42.38705160413492,55.89143774968082
North Attleborough,11071,7.6,24.6,2.62,3.24,20423,3.0,4.1,23.3,19.1,8.5,25.8,16.1,92.9,41.8,28985,9.9,2.6,9.3,27.4,3249,54.0,32.1,67.9,27917,5.1,94.9,90.5,16866,4.2,0.1,2.2,8.3,11071,5.5,0.8,0.8,1.4,0.3,23.9,76.1,73.4,12.6,87.6,46575,12.400000000000006,41.9695516,-71.3565439,Bristol,30325,2251,54,12.719058172469207,50731,2194.0,65.0,0.029626253418413857,7.422918384171476,0.0012812678638307938,0.17807089859851608,7.234954657873042,167.29101401483922,65.0,51.61269045577469,33.38829892487303,79.08029544913033,92.82821062663807,26.047846889952154,44.99138755980861,26.203369434416366,49.57882069795427,32.13473935238663,48.69396728397361
North Brookfield,1841,12.0,31.8,2.59,3.1,3434,1.7,6.5,35.7,20.6,6.9,15.1,13.5,91.8,28.6,4774,10.5,2.3,7.4,32.7,89,57.3,44.9,55.1,4415,0.3,89.6,84.4,2771,3.3,0.3,1.2,3.4,1841,2.0,0.0,0.4,1.6,2.2,19.2,80.8,77.6,16.1,97.4,47135,2.5999999999999943,42.2685574,-72.08504,Worcester,4631,275,8,12.337172871374415,7673,302.0,8.0,0.026490066225165563,5.938242280285035,0.0010426169685911638,0.1727488663355647,6.521269704167566,165.68775642409847,8.0,46.79196370706416,33.419745085331606,79.97542997542998,87.59213759213759,23.486238532110093,38.086500655307994,100.0,100.0,22.536806342015854,33.4088335220838
North Reading,5543,5.6,27.3,2.79,3.26,10978,0.9,2.7,23.1,12.1,10.2,29.6,21.4,96.4,51.0,15486,9.2,2.6,7.3,28.6,1387,42.1,26.7,73.3,14871,2.2,95.7,93.8,9045,5.6,0.0,1.4,3.0,5543,1.0,0.0,0.3,0.5,0.0,21.8,78.2,75.5,14.4,90.8,48955,9.200000000000003,42.5750939,-71.0786653,Middlesex,16655,1423,46,19.727274309530735,39794,2070.0,50.0,0.024154589371980676,8.543980786550586,0.0012564708247474494,0.2761933353347343,12.428700090063044,238.9312518763134,50.0,55.55755719690146,40.797453912208006,80.98888463012649,88.84630126485243,33.330959840501286,49.37339789233837,44.50050454086781,70.23208879919274,38.371046541527384,51.272820776549246
Northampton,11292,8.7,31.2,2.19,2.87,19416,1.9,4.3,15.8,11.6,6.3,26.2,33.9,93.8,60.1,27684,12.3,3.9,10.1,28.6,2142,49.5,30.9,69.1,27542,3.0,92.3,86.0,15526,9.5,0.1,2.0,13.7,11292,10.8,0.1,0.5,2.1,0.3,15.6,84.4,75.7,18.0,88.5,46330,11.5,42.3250896,-72.64120129999998,Hampshire,29199,1182,23,5.626326480436968,140561,10823.0,29.0,0.0026794788875542826,4.048083838487619,0.00020631611898037152,0.07876982088427686,37.06633788828385,481.3897736223844,29.0,64.6013152486642,44.53692286614604,86.17420854945448,100.0,34.67485702181741,56.166066511332346,19.312602291325696,33.715220949263504,44.550402970589474,62.01105531878982
